Requestid,StatusCode,ip,url,type,timestamp,tableid,fromcache,method,target
36,200,192.168.1.36,https://example.com/checkout,html,1702391672000,1419931214,true,GET,good
37,200,192.168.1.37,https://example.com/payment,html,1702391673000,1419931215,true,GET,good
38,200,192.168.1.38,https://example.com/shipping,html,1702391674000,1419931215,true,GET,good
39,200,192.168.1.39,https://example.com/order,html,1702391675000,1419931215,true,GET,good
40,200,192.168.1.40,https://example.com/confirmation,html,1702391676000,1419931216,true,GET,good
41,200,192.168.1.41,https://example.com/thank-you,html,1702391677000,1419931216,true,GET,good
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
44,200,192.168.1.44,https://example.com/announcement,html,1702391680000,1419931217,true,GET,good
45,200,192.168.1.45,https://example.com/notification,html,1702391681000,1419931217,true,GET,good
46,200,192.168.1.46,https://example.com/alert,html,1702391682000,1419931218,true,GET,malicious
47,200,192.168.1.47,https://example.com/confirmation-page,html,1702391683000,1419931218,true,GET,good
48,200,192.168.1.48,https://example.com/invoice,html,1702391684000,1419931218,true,GET,good
49,200,192.168.1.49,https://example.com/receipt,html,1702391685000,1419931219,true,GET,good
50,200,192.168.1.50,https://example.com/download,html,1702391686000,1419931219,true,GET,good
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
49,200,192.168.1.49,https://example.com/receipt,html,1702391685000,1419931219,true,GET,good
50,200,192.168.1.50,https://example.com/download,html,1702391686000,1419931219,true,GET,good
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
49,200,192.168.1.49,https://example.com/receipt,html,1702391685000,1419931219,true,GET,good
50,200,192.168.1.50,https://example.com/download,html,1702391686000,1419931219,true,GET,good
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
49,200,192.168.1.49,https://example.com/receipt,html,1702391685000,1419931219,true,GET,good
50,200,192.168.1.50,https://example.com/download,html,1702391686000,1419931219,true,GET,good
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
49,200,192.168.1.49,https://example.com/receipt,html,1702391685000,1419931219,true,GET,good
50,200,192.168.1.50,https://example.com/download,html,1702391686000,1419931219,true,GET,good
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
49,200,192.168.1.49,https://example.com/receipt,html,1702391685000,1419931219,true,GET,good
50,200,192.168.1.50,https://example.com/download,html,1702391686000,1419931219,true,GET,good
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
49,200,192.168.1.49,https://example.com/receipt,html,1702391685000,1419931219,true,GET,good
50,200,192.168.1.50,https://example.com/download,html,1702391686000,1419931219,true,GET,good
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
49,200,192.168.1.49,https://example.com/receipt,html,1702391685000,1419931219,true,GET,good
50,200,192.168.1.50,https://example.com/download,html,1702391686000,1419931219,true,GET,good
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
49,200,192.168.1.49,https://example.com/receipt,html,1702391685000,1419931219,true,GET,good
50,200,192.168.1.50,https://example.com/download,html,1702391686000,1419931219,true,GET,good
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
42,200,192.168.1.42,https://example.com/error,html,1702391678000,1419931216,true,GET,malicious
43,200,192.168.1.43,https://example.com/warning,html,1702391679000,1419931217,true,GET,malicious
5,200,192.168.1.5,https://example.com/style.css,css,1702391641000,1419931204,true,GET,good
6,500,192.168.1.6,https://example.com/server-error,html,1702391642000,1419931204,false,GET,malicious
7,200,192.168.1.7,https://example.com/success,html,1702391643000,1419931205,true,POST,good
8,403,192.168.1.8,https://example.com/forbidden,html,1702391644000,1419931205,false,GET,malicious
9,200,192.168.1.9,https://example.com/data.json,json,1702391645000,1419931205,true,GET,good
5,200,192.168.1.5,https://example.com/style.css,css,1702391641000,1419931204,true,GET,good
6,500,192.168.1.6,https://example.com/server-error,html,1702391642000,1419931204,false,GET,malicious
7,200,192.168.1.7,https://example.com/success,html,1702391643000,1419931205,true,POST,good
8,403,192.168.1.8,https://example.com/forbidden,html,1702391644000,1419931205,false,GET,malicious
9,200,192.168.1.9,https://example.com/data.json,json,1702391645000,1419931205,true,GET,good
5,200,192.168.1.5,https://example.com/style.css,css,1702391641000,1419931204,true,GET,good
6,500,192.168.1.6,https://example.com/server-error,html,1702391642000,1419931204,false,GET,malicious
7,200,192.168.1.7,https://example.com/success,html,1702391643000,1419931205,true,POST,good
8,403,192.168.1.8,https://example.com/forbidden,html,1702391644000,1419931205,false,GET,malicious
9,200,192.168.1.9,https://example.com/data.json,json,1702391645000,1419931205,true,GET,good
